"","GEOID","NAME","variable","value"
"580","29081","Harrison County, Missouri","P002001",8957
"581","29083","Henry County, Missouri","P002001",22272
"582","29091","Howell County, Missouri","P002001",40400
"583","29093","Iron County, Missouri","P002001",10630
"584","29041","Chariton County, Missouri","P002001",7831
"585","29085","Hickory County, Missouri","P002001",9627
"586","29087","Holt County, Missouri","P002001",4912
"587","29089","Howard County, Missouri","P002001",10144
"588","29095","Jackson County, Missouri","P002001",674158
"589","29097","Jasper County, Missouri","P002001",117404
"590","29111","Lewis County, Missouri","P002001",10211
"591","29101","Johnson County, Missouri","P002001",52595
"592","29103","Knox County, Missouri","P002001",4131
"593","29105","Laclede County, Missouri","P002001",35571
"594","29107","Lafayette County, Missouri","P002001",33381
"595","29109","Lawrence County, Missouri","P002001",38634
"596","29123","Madison County, Missouri","P002001",12226
"597","29113","Lincoln County, Missouri","P002001",52566
"598","29115","Linn County, Missouri","P002001",12761
"599","29117","Livingston County, Missouri","P002001",15195
"600","29119","McDonald County, Missouri","P002001",23083
"601","29121","Macon County, Missouri","P002001",15566
"602","29139","Montgomery County, Missouri","P002001",12236
"603","29131","Miller County, Missouri","P002001",24748
"604","29129","Mercer County, Missouri","P002001",3785
"605","29133","Mississippi County, Missouri","P002001",14358
"606","29125","Maries County, Missouri","P002001",9176
"607","29127","Marion County, Missouri","P002001",28781
"608","29135","Moniteau County, Missouri","P002001",15607
"609","29137","Monroe County, Missouri","P002001",8840
"610","29151","Osage County, Missouri","P002001",13878
"611","29141","Morgan County, Missouri","P002001",20565
"612","29143","New Madrid County, Missouri","P002001",18956
"613","29145","Newton County, Missouri","P002001",58114
"614","29147","Nodaway County, Missouri","P002001",23370
"615","29149","Oregon County, Missouri","P002001",10881
"616","29153","Ozark County, Missouri","P002001",9723
"617","29155","Pemiscot County, Missouri","P002001",18296
"618","29157","Perry County, Missouri","P002001",18971
"619","29159","Pettis County, Missouri","P002001",42201
"620","29161","Phelps County, Missouri","P002001",45156
"621","29163","Pike County, Missouri","P002001",18516
"622","29165","Platte County, Missouri","P002001",89322
"623","34041","Warren County, New Jersey","P002001",108692
"624","35005","Chaves County, New Mexico","P002001",65645
"625","34033","Salem County, New Jersey","P002001",66083
"626","34035","Somerset County, New Jersey","P002001",323444
"627","34037","Sussex County, New Jersey","P002001",149265
"628","34039","Union County, New Jersey","P002001",536499
"629","35003","Catron County, New Mexico","P002001",3725
"630","35001","Bernalillo County, New Mexico","P002001",662564
"631","35019","Guadalupe County, New Mexico","P002001",4687
"632","35006","Cibola County, New Mexico","P002001",27213
"633","35007","Colfax County, New Mexico","P002001",13750
"634","35009","Curry County, New Mexico","P002001",48376
"635","35011","De Baca County, New Mexico","P002001",2022
"636","35013","Dona Ana County, New Mexico","P002001",209233
"637","35015","Eddy County, New Mexico","P002001",53829
"638","35017","Grant County, New Mexico","P002001",29514
"639","35033","Mora County, New Mexico","P002001",4881
"640","35021","Harding County, New Mexico","P002001",695
"641","35023","Hidalgo County, New Mexico","P002001",4894
"642","35025","Lea County, New Mexico","P002001",64727
"643","35027","Lincoln County, New Mexico","P002001",20497
"644","35028","Los Alamos County, New Mexico","P002001",17950
"645","35029","Luna County, New Mexico","P002001",25095
"646","35035","Otero County, New Mexico","P002001",63797
"647","35031","McKinley County, New Mexico","P002001",71492
"648","35051","Sierra County, New Mexico","P002001",11988
"649","35037","Quay County, New Mexico","P002001",9041
"650","35039","Rio Arriba County, New Mexico","P002001",40246
"651","35041","Roosevelt County, New Mexico","P002001",19846
"652","35043","Sandoval County, New Mexico","P002001",131561
"653","35045","San Juan County, New Mexico","P002001",130044
"654","35047","San Miguel County, New Mexico","P002001",29393
"655","35049","Santa Fe County, New Mexico","P002001",144170
"656","36001","Albany County, New York","P002001",304204
"657","35053","Socorro County, New Mexico","P002001",17866
"658","35055","Taos County, New Mexico","P002001",32937
"659","35057","Torrance County, New Mexico","P002001",16383
"660","35059","Union County, New Mexico","P002001",4549
"661","35061","Valencia County, New Mexico","P002001",76569
"662","36009","Cattaraugus County, New York","P002001",80317
"663","36011","Cayuga County, New York","P002001",80026
"664","36029","Erie County, New York","P002001",919040
"665","36007","Broome County, New York","P002001",200600
"666","36003","Allegany County, New York","P002001",48946
"667","36005","Bronx County, New York","P002001",1385108
"668","36013","Chautauqua County, New York","P002001",134905
"669","36015","Chemung County, New York","P002001",88830
"670","36017","Chenango County, New York","P002001",50477
"671","36019","Clinton County, New York","P002001",82128
"672","36021","Columbia County, New York","P002001",63096
"673","36023","Cortland County, New York","P002001",49336
"674","36025","Delaware County, New York","P002001",47980
"675","36027","Dutchess County, New York","P002001",297488
"676","36031","Essex County, New York","P002001",39370
"677","36033","Franklin County, New York","P002001",51599
"678","36035","Fulton County, New York","P002001",55531
"679","17165","Saline County, Illinois","P002001",24913
"680","17151","Pope County, Illinois","P002001",4470
"681","17153","Pulaski County, Illinois","P002001",6161
"682","17155","Putnam County, Illinois","P002001",6006
"683","17157","Randolph County, Illinois","P002001",33476
"684","17159","Richland County, Illinois","P002001",16233
"685","17161","Rock Island County, Illinois","P002001",147546
"686","17163","St. Clair County, Illinois","P002001",270056
"687","17167","Sangamon County, Illinois","P002001",197465
"688","17169","Schuyler County, Illinois","P002001",7544
"689","17177","Stephenson County, Illinois","P002001",47711
"690","17179","Tazewell County, Illinois","P002001",135394
"691","17173","Shelby County, Illinois","P002001",22363
"692","17175","Stark County, Illinois","P002001",5994
"693","17193","White County, Illinois","P002001",14665
"694","17181","Union County, Illinois","P002001",17808
"695","17171","Scott County, Illinois","P002001",5355
"696","17183","Vermilion County, Illinois","P002001",81625
"697","17185","Wabash County, Illinois","P002001",11947
"698","17187","Warren County, Illinois","P002001",17707
"699","17189","Washington County, Illinois","P002001",14716
"700","17191","Wayne County, Illinois","P002001",16760
"701","17195","Whiteside County, Illinois","P002001",58498
"702","17197","Will County, Illinois","P002001",677560
"703","17199","Williamson County, Illinois","P002001",66357
"704","17201","Winnebago County, Illinois","P002001",295266
"705","17203","Woodford County, Illinois","P002001",38664
"706","18015","Carroll County, Indiana","P002001",20155
"707","18005","Bartholomew County, Indiana","P002001",76794
"708","18001","Adams County, Indiana","P002001",34387
"709","18003","Allen County, Indiana","P002001",355329
"710","18007","Benton County, Indiana","P002001",8854
"711","18009","Blackford County, Indiana","P002001",12766
"712","18011","Boone County, Indiana","P002001",56640
"713","18013","Brown County, Indiana","P002001",15242
"714","18039","Elkhart County, Indiana","P002001",197559
"715","18017","Cass County, Indiana","P002001",38966
"716","18019","Clark County, Indiana","P002001",110232
"717","18021","Clay County, Indiana","P002001",26890
"718","18023","Clinton County, Indiana","P002001",33224
"719","18025","Crawford County, Indiana","P002001",10713
"720","18027","Daviess County, Indiana","P002001",31648
"721","18029","Dearborn County, Indiana","P002001",50047
"722","18031","Decatur County, Indiana","P002001",25740
"723","18033","DeKalb County, Indiana","P002001",42223
"724","18035","Delaware County, Indiana","P002001",117671
"725","18037","Dubois County, Indiana","P002001",41889
"726","18049","Fulton County, Indiana","P002001",20836
"727","18041","Fayette County, Indiana","P002001",24277
"728","18043","Floyd County, Indiana","P002001",74578
"729","18045","Fountain County, Indiana","P002001",17240
"730","18051","Gibson County, Indiana","P002001",33503
"731","18047","Franklin County, Indiana","P002001",23087
"732","29167","Polk County, Missouri","P002001",31137
"733","29185","St. Clair County, Missouri","P002001",9805
"734","18053","Grant County, Indiana","P002001",70061
"735","18055","Greene County, Indiana","P002001",33165
"736","18057","Hamilton County, Indiana","P002001",274569
"737","29169","Pulaski County, Missouri","P002001",52274
"738","29171","Putnam County, Missouri","P002001",4979
"739","29173","Ralls County, Missouri","P002001",10167
"740","29177","Ray County, Missouri","P002001",23494
"741","29175","Randolph County, Missouri","P002001",25414
"742","29179","Reynolds County, Missouri","P002001",6696
"743","37079","Greene County, North Carolina","P002001",21362
"744","37069","Franklin County, North Carolina","P002001",60619
"745","37071","Gaston County, North Carolina","P002001",206086
"746","37073","Gates County, North Carolina","P002001",12197
"747","37075","Graham County, North Carolina","P002001",8861
"748","37077","Granville County, North Carolina","P002001",59916
"749","37091","Hertford County, North Carolina","P002001",24669
"750","37087","Haywood County, North Carolina","P002001",59036
"751","37089","Henderson County, North Carolina","P002001",106740
"752","37081","Guilford County, North Carolina","P002001",488406
"753","37083","Halifax County, North Carolina","P002001",54691
"754","37085","Harnett County, North Carolina","P002001",114678
"755","37107","Lenoir County, North Carolina","P002001",59495
"756","37093","Hoke County, North Carolina","P002001",46952
"757","37095","Hyde County, North Carolina","P002001",5810
"758","37097","Iredell County, North Carolina","P002001",159437
"759","37099","Jackson County, North Carolina","P002001",40271
"760","37101","Johnston County, North Carolina","P002001",168878
"761","37103","Jones County, North Carolina","P002001",10153
"762","37105","Lee County, North Carolina","P002001",57866
"763","37129","New Hanover County, North Carolina","P002001",202667
"764","37109","Lincoln County, North Carolina","P002001",78265
"765","37113","Macon County, North Carolina","P002001",33922
"766","37115","Madison County, North Carolina","P002001",20764
"767","37117","Martin County, North Carolina","P002001",24505
"768","37119","Mecklenburg County, North Carolina","P002001",919628
"769","37123","Montgomery County, North Carolina","P002001",27798
"770","37121","Mitchell County, North Carolina","P002001",15579
"771","37125","Moore County, North Carolina","P002001",88247
"772","37127","Nash County, North Carolina","P002001",95840
"773","48023","Baylor County, Texas","P002001",3726
"774","37111","McDowell County, North Carolina","P002001",44996
"775","37131","Northampton County, North Carolina","P002001",22099
"776","37133","Onslow County, North Carolina","P002001",177772
"777","37135","Orange County, North Carolina","P002001",133801
"778","48001","Anderson County, Texas","P002001",58458
"779","48007","Aransas County, Texas","P002001",23158
"780","48003","Andrews County, Texas","P002001",14786
"781","48005","Angelina County, Texas","P002001",86771
"782","48009","Archer County, Texas","P002001",9054
"783","48011","Armstrong County, Texas","P002001",1901
